Batch,Total,Techniques,Workplace,Garage,Kitchen,Hall
385,6.795833333,0.4955,1.152933333,2.12245,0.564333333,2.460616667
386,7.023216668,0.545516667,1.235616667,2.141566667,0.6175,2.483016667
387,6.5764,0.540433333,1.297166667,1.897266667,0.4938,2.347733333
388,6.520449999,0.5194,1.231233333,1.728133333,0.7152,2.326483333
389,7.553983333,0.86465,2.348583333,1.3078,1.02055,2.0124
390,7.396583333,0.913616667,2.156233333,1.0083,1.223433333,2.095
391,6.834833334,0.6653,1.729266667,1.011416667,1.33645,2.0924
392,7.246633333,1.108883333,1.729016667,0.979033333,1.337333333,2.092366667
393,7.222399999,1.148383333,1.738333333,0.97295,1.271783333,2.09095
394,6.962216667,1.14505,1.739416667,0.9638,1.021483333,2.092466667
395,6.933616667,1.137916667,1.735283333,0.999816667,1.006866667,2.053733333
396,6.790083333,1.137566667,1.734733333,0.96095,0.931883333,2.02495
397,6.333966667,0.925866667,1.730216667,1.039716667,0.913133333,1.725033333
398,5.524983333,0.523766667,1.735283333,1.116116667,0.342083333,1.807733333
399,6.87245,0.79095,1.736266667,1.6614,0.33725,2.346583333
400,6.995066667,0.762966667,1.735333333,1.6487,0.381316667,2.46675
401,6.399216666,0.759583333,1.7338,1.521933333,0.519133333,1.864766667
402,5.833183334,0.713466667,1.72775,1.523316667,0.34825,1.5204
403,5.836333333,0.588183333,1.730883333,1.54275,0.517366667,1.45715
404,5.632166667,0.30365,1.7272,1.558866667,0.64125,1.4012
405,5.158483333,0.406783333,1.73165,1.109733333,0.960066667,0.95025
406,4.998633333,0.589666667,1.83115,0.7798,1.020383333,0.777633333
407,4.5258,1.07865,0.869633333,0.799216667,1.00255,0.77575
408,4.683416667,1.048366667,1.1731,0.76695,0.923583333,0.771416667
409,5.309233333,1.091766667,1.144633333,0.786516667,1.555483333,0.730833333
410,5.849650001,1.05175,1.1442,0.777216667,2.252116667,0.624366667
411,5.151050001,0.988266667,1.112366667,0.802266667,1.8612,0.38695
412,4.52315,0.9515,0.910716667,0.781583333,1.562133333,0.317216667
413,4.1223,0.744,0.927,0.763433333,1.26085,0.427016667
414,4.361349999,0.715333333,1.15035,0.454983333,1.50895,0.531733333
415,4.330983334,0.452266667,1.130516667,0.4474,1.568133333,0.732666667
416,4.812416667,0.305466667,0.99615,0.455716667,1.5945,1.460583333
417,4.622233334,0.3041,0.815366667,0.470083333,1.564016667,1.468666667
418,4.766833334,0.3037,0.870966667,0.583416667,1.519416667,1.489333333
419,5.3871,0.302766667,0.87135,1.118933333,1.603133333,1.490916667
420,5.579300001,0.388516667,1.019666667,1.19725,1.604816667,1.36905
421,5.501316666,0.501916667,1.067133333,1.151683333,1.5309,1.249683333
422,5.915083334,0.767266667,1.88395,1.011316667,1.47975,0.7728
423,5.733983334,0.7627,1.62115,1.067916667,1.553766667,0.72845
424,5.09815,0.761383333,1.4057,0.763433333,1.595316667,0.572316667
425,5.109883333,0.772766667,1.358083333,0.762766667,1.899983333,0.316283333
426,5.615133333,0.766733333,1.8787,0.767033333,1.885166667,0.3175
427,4.891916667,0.741983333,1.525466667,0.779216667,1.439433333,0.405816667
428,4.264066667,0.712683333,1.611816667,0.781466667,0.5909,0.5672
429,4.465383333,0.45125,2.044616667,0.600833333,0.585933333,0.78275
430,3.1833,0.303016667,1.207816667,0.371783333,0.520933333,0.77975
431,2.9851,0.304216667,1.108366667,0.372533333,0.22435,0.975633333
432,3.059416667,0.304533333,1.084566667,0.371066667,0.1311,1.16815
433,3.56715,0.3793,1.019033333,0.37565,0.0926,1.700566667
434,3.814483333,0.343566667,1.021133333,0.553483333,0.201816667,1.694483333
435,4.316633333,0.40395,1.16685,0.8462,0.210133333,1.6895
436,4.991566667,0.63435,1.3888,1.0879,0.2063,1.674216667
437,5.701966667,0.764933333,2.100516667,1.109016667,0.199666667,1.527833333
438,5.518133333,0.76095,2.200883333,1.105016667,0.175583333,1.2757
439,4.640300001,0.725966667,2.1943,1.013816667,0.1732,0.533016667
440,4.307166666,0.7064,2.0628,0.913783333,0.1397,0.484483333
441,3.420299999,0.323133333,2.039083333,0.416783333,0.15875,0.48255
442,2.942999999,0.30435,1.493333333,0.40855,0.253183333,0.483583333
443,3.21045,0.3018,1.4836,0.387683333,0.468616667,0.56875
444,3.344216667,0.301833333,1.481766667,0.347566667,0.651866667,0.561183333
445,3.439033334,0.38285,1.488566667,0.349233333,0.668616667,0.549766667
446,3.790816667,0.369933333,1.485266667,0.351716667,0.669933333,0.913966667
447,4.339,0.379483333,1.483316667,0.336466667,1.197083333,0.94265
448,5.711416667,0.69525,1.552066667,0.350133333,2.17355,0.940416667
449,5.5841,0.760166667,1.592383333,0.368483333,1.9289,0.934166667
450,4.1396,0.868533333,1.585866667,0.361083333,0.31815,1.005966667
451,4.264583333,0.874133333,1.561733333,0.41205,0.321416667,1.09525
452,4.699533334,0.740633333,1.588116667,0.525916667,0.3166,1.528266667
453,5.056966666,0.454533333,1.56385,1.035383333,0.319266667,1.683933333
454,5.113433332,0.452433333,1.562683333,1.103233333,0.31505,1.680033333
455,4.940866667,0.4509,1.560766667,1.073716667,0.31835,1.537133333
456,4.715,0.453266667,1.561133333,0.9813,0.277816667,1.441483333
457,4.310949999,0.532383333,1.559383333,0.875533333,0.829733333,0.513916667
458,3.683483333,0.516883333,1.558016667,0.3555,0.78565,0.467433333
459,3.250683334,0.514766667,1.5541,0.365333333,0.341116667,0.475366667
460,4.920100001,0.5435,1.564466667,1.401816667,0.919766667,0.49055
461,5.415833333,0.635783333,1.558633333,1.799616667,0.88545,0.53635
462,4.305649999,0.9114,1.544233333,0.3875,0.906833333,0.555683333
463,4.161433333,0.905416667,1.48865,0.392433333,0.854983333,0.51995
464,4.276033333,0.904633333,1.490666667,0.39055,0.90715,0.583033333
465,4.6278,0.859933333,1.49035,0.38705,0.881266667,1.0092
466,5.891716667,0.795233333,1.489616667,0.37265,1.925916667,1.3083
467,5.925933332,0.446333333,1.485333333,0.379783333,1.998,1.616483333
468,7.438650001,0.4455,1.489866667,0.427416667,3.44925,1.626616667
469,7.195983334,0.444616667,1.487233333,0.550416667,3.083066667,1.63065
470,7.123766667,0.509966667,1.490116667,1.1292,2.23455,1.759933333
471,6.937316666,0.487833333,1.49045,1.18535,2.2044,1.569283333
472,6.5611,0.39505,1.490216667,1.183583333,2.095216667,1.397033333
473,5.4664,0.298183333,1.6055,1.235116667,1.407233333,0.920366667
474,5.093733333,0.298933333,1.523116667,1.244883333,1.106166667,0.920633333
475,4.738466667,0.298166667,1.662016667,0.94825,0.933833333,0.8962
476,5.031849999,0.3013,2.14965,0.623633333,1.167333333,0.789933333
477,5.505049999,0.300883333,3.294233333,0.61415,0.86305,0.432733333
478,4.3074,0.299633333,1.975366667,0.604983333,1.109216667,0.3182
479,3.721383333,0.2966,1.101283333,0.602033333,1.321466667,0.4
480,3.9167,0.29725,1.456,0.59855,1.05355,0.51135
481,3.928066667,0.2978,1.464866667,0.5942,0.943733333,0.627466667
482,4.268766666,0.3717,1.0972,0.55635,0.907333333,1.336183333
483,4.4926,0.386133333,1.388266667,0.508433333,0.637716667,1.57205
484,4.6725,0.389833333,1.357066667,0.611666667,0.78425,1.529683333
485,4.683033333,0.390183333,1.51915,0.684,0.490083333,1.599616667
486,5.688233334,0.389916667,1.866783333,1.23105,0.715216667,1.485266667
487,5.386016667,0.3858,1.809716667,1.22365,0.630383333,1.336466667
488,5.190216668,0.384066667,1.779416667,1.267816667,0.878516667,0.8804
489,4.92815,0.3812,1.655933333,1.262316667,0.7525,0.8762
490,4.821783334,0.378083333,1.388016667,1.539366667,0.6516,0.864716667
491,10.98728333,0.3785,7.365633333,1.4849,0.9059,0.85235
492,5.047383333,0.377583333,1.882033333,0.916966667,0.9936,0.8772
493,4.289716666,0.374833333,1.429583333,0.87625,0.74065,0.8684
494,4.129966667,0.373866667,1.49075,0.85235,0.385966667,1.027033333
495,4.10425,0.3378,1.46845,0.832383333,0.328,1.137616667
496,4.056533333,0.299633333,1.638233333,0.761916667,0.29595,1.0608
497,4.11085,0.29965,1.820633333,0.6487,0.23375,1.108116667
498,4.332866668,0.298266667,1.8324,0.633266667,0.237766667,1.331166667
499,4.196866667,0.297383333,1.620183333,0.555666667,0.220466667,1.503166667
500,4.2549,0.298166667,1.7696,0.564083333,0.266533333,1.356516667
